"Date of Download: 2023-05-24_16:27:46"
"Search Parameters: Data Level:all  Trait List:  Trial List:10649,11057,11213,10794  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","marketable root number counting|CO_334:0000169","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root flesh color 25% center ring visual rating 1-8|CO_334:0002080","root flesh color 25% outer ring visual rating 1-8|CO_334:0002081","root flesh color 50% inner ring visual rating 1-8|CO_334:0002079","root length evaluation scaled 1-3|CO_334:0000226","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","thrips severity : visual 1-5|at harvesting|COMP:0000282","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","154913","SM2775-4","","plot","5003277","202230BCEPR_ciat_rep1_SM2775-4_51","1","1","51","9","2","check","","11.0580571717683","24.4402985074627","1.2272583","0.4655951","2","","42.1422806","","","","3","1","","","5","4","","","2","2","","3","","","","","","","0","5","","","1","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","154913","SM2775-4","","plot","5003263","202230BCEPR_ciat_rep1_SM2775-4_7","1","1","7","2","6","check","","6.56189281585874","16.4981922821516","0.7607229","0.1012436","3","","43.9853058","","","","3","1","","","5","3","","","2","2","","3","","","","","","","0","5","","","1","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748095","SM5881A-3","","plot","5003278","202230BCEPR_ciat_rep1_SM5881A-3_33","1","1","33","6","4","test","","5.9969088098918","10.7352616471627","19.315506","14.9955225","4","","38.8232689","","","","5","1","","","5","3","","","2","3","","3","","","","","","","2","5","","","1","","8"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748108","SM5908A-2","","plot","5003280","202230BCEPR_ciat_rep1_SM5908A-2_5","1","1","5","1","5","test","","5.28654363830963","15.5223299711348","17.5282822","11.2346563","4","","39.3111076","","","","4","1","","","5","4","","","2","3","","3","","","","","","","0","5","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748380","SM5950A-4","","plot","5003234","202230BCEPR_ciat_rep1_SM5950A-4_47","1","1","47","8","2","test","","","","17.9432106","11.6245203","2","","36.8270226","","","","3","1","","","5","4","","","2","3","","3","","","","","","","3","5","","","1","","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749174","SM6028A-5","","plot","5003232","202230BCEPR_ciat_rep1_SM6028A-5_15","1","1","15","3","3","test","","","","17.1107464","12.7372808","3","","36.5603333","","","","3","1","","","5","5","","","2","3","","4","","","","","","","0","5","","","1","","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749178","SM6045A-3","","plot","5003238","202230BCEPR_ciat_rep1_SM6045A-3_36","1","1","36","6","1","test","","","","21.1652584","15.362956","2","","33.6549034","","","","3","1","","","5","5","","","2","3","","3","","","","","","","0","4","","","1","","7"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749192","SM6073A-2","","plot","5003279","202230BCEPR_ciat_rep1_SM6073A-2_9","1","1","9","2","4","test","","12.2621712367096","22.5622551762731","17.7561874","11.5107317","3","","38.3174858","","","","3","1","","","5","4","","","2","2","","3","","","","","","","0","5","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749213","SM6089A-10","","plot","5003256","202230BCEPR_ciat_rep1_SM6089A-10_20","1","1","20","4","5","test","","","","21.4798775","13.7917824","2","","37.5436935","","","","2","1","","","5","5","","","2","3","","4","","","","","","","0","4","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749233","SM6107A-2","","plot","5003251","202230BCEPR_ciat_rep1_SM6107A-2_43","1","1","43","8","6","test","","3.57191041554234","7.87236913113867","15.8794632","10.5163889","3","","36.3343506","","","","3","1","","","5","5","","","2","3","","5","","","","","","","5","5","","","1","","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749241","SM6119A-16","","plot","5003281","202230BCEPR_ciat_rep1_SM6119A-16_48","1","1","48","8","1","test","","4.03472170479102","8.75493629386782","17.7479038","10.6043568","1","","37.0607872","","","","5","1","","","5","2","","","2","3","","2","","","","","","","0","5","","","1","","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749255","SM6119A-9","","plot","5003255","202230BCEPR_ciat_rep1_SM6119A-9_54","1","1","54","9","5","test","","-0.927164978015659","-0.460714968457246","15.5972071","9.7472677","3","","34.5427322","","","","5","1","","","5","4","","","2","3","","4","","","","","","","12","5","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749258","SM6122A-11","","plot","5003271","202230BCEPR_ciat_rep1_SM6122A-11_14","1","1","14","3","2","test","","5.63769646517984","12.9216624215692","17.2063656","9.487257","3","","35.9608192","","","","3","1","","","5","3","","","2","3","","3","","","","","","","0","5","","","1","","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749302","SM6142A-14","","plot","5003235","202230BCEPR_ciat_rep1_SM6142A-14_27","1","1","27","5","3","test","","3.80516751143528","7.51638026950179","20.2961521","12.2882271","3","","41.5521088","","","","4","1","","","5","3","","","2","3","","2","","","","","","","0","5","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749327","SM6163A-12","","plot","5003249","202230BCEPR_ciat_rep1_SM6163A-12_8","1","1","8","2","5","test","","","","19.7098522","12.6333427","3","","38.8654099","","","","2","1","","","5","5","","","2","3","","5","","","","","","","0","5","","","1","","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749337","SM6165A-5","","plot","5003270","202230BCEPR_ciat_rep1_SM6165A-5_21","1","1","21","4","4","test","","","","21.7832184","13.9784784","2","","37.4672203","","","","1","1","","","5","5","","","2","3","","5","","","","","","","4","2","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749353","SM6174A-8","","plot","5003245","202230BCEPR_ciat_rep1_SM6174A-8_31","1","1","31","6","6","test","","5.05554412672289","9.72022217650688","16.0739727","11.4114904","3","","39.2572403","","","","3","1","","","5","3","","","2","2","","4","","","","","","","1","5","","","1","","8"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749356","SM6176A-10","","plot","5003244","202230BCEPR_ciat_rep1_SM6176A-10_53","1","1","53","9","4","test","","","","22.228159","13.731514","5","","38.9529266","","","","1","1","","","5","4","","","2","3","","5","","","","","","","0","4","","","1","","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749361","SM6176A-15","","plot","5003259","202230BCEPR_ciat_rep1_SM6176A-15_46","1","1","46","8","3","test","","","","15.7754526","12.1461439","3","","38.9434395","","","","1","1","","","5","5","","","2","3","","5","","","","","","","4","5","","","1","","7"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749379","SM6217A-1","","plot","5003243","202230BCEPR_ciat_rep1_SM6217A-1_1","1","1","1","1","1","test","","7.48038908064011","18.5189833699404","19.8669777","10.4391384","3","","35.8167419","","","","3","1","","","5","3","","","2","3","","3","","","","","","","0","5","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749387","SM6218A-12","","plot","5003233","202230BCEPR_ciat_rep1_SM6218A-12_6","1","1","6","1","6","test","","","","11.2697792","5.7074413","3","","40.8377686","","","","3","1","","","5","4","","","2","3","","3","","","","","","","0","5","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749392","SM6218A-4","","plot","5003274","202230BCEPR_ciat_rep1_SM6218A-4_41","1","1","41","7","5","test","","","","9.1534834","4.6645908","4","","40.6261978","","","","5","1","","","5","4","","","2","2","","4","","","","","","","12","5","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749420","SM6253A-4","","plot","5003258","202230BCEPR_ciat_rep1_SM6253A-4_22","1","1","22","4","3","test","","8.97412199630314","21.2969808995687","18.9285469","9.9114275","3","","41.8354988","","","","2","1","","","5","4","","","2","3","","3","","","","","","","1","5","","","1","","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749428","SM6267A-3","","plot","5003242","202230BCEPR_ciat_rep1_SM6267A-3_18","1","1","18","3","6","test","","8.59992472713583","18.7692886714339","20.5265503","14.7723074","2","","38.1095543","","","","3","1","","","5","3","","","2","3","","3","","","","","","","0","5","","","1","","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749453","SM6268A-3","","plot","5003261","202230BCEPR_ciat_rep1_SM6268A-3_26","1","1","26","5","2","test","","","","22.0026379","14.6369925","3","","40.5231323","","","","4","1","","","5","3","","","2","3","","4","","","","","","","0","5","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749480","SM6276A-15","","plot","5003253","202230BCEPR_ciat_rep1_SM6276A-15_50","1","1","50","9","1","test","","2.56493741408004","5.67252731350845","22.1719532","17.2735672","2","","34.6815071","","","","5","1","","","5","3","","","2","3","","3","","","","","","","0","5","","","1","","8"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749490","SM6276A-25","","plot","5003257","202230BCEPR_ciat_rep1_SM6276A-25_44","1","1","44","8","5","test","","4.06055718856489","9.37751996462294","20.6289539","13.2969618","3","","45.28722","","","","5","1","","","5","3","","","2","3","","3","","","","","","","2","5","","","1","","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749469","SM6276A-3","","plot","5003231","202230BCEPR_ciat_rep1_SM6276A-3_35","1","1","35","6","2","test","","1.49540517961571","3.95433027011976","20.0969486","13.3837891","3","","35.2338905","","","","3","1","","","5","4","","","2","3","","4","","","","","","","0","5","","","1","","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749474","SM6276A-8","","plot","5003272","202230BCEPR_ciat_rep1_SM6276A-8_30","1","1","30","5","6","test","","5.3248656570591","14.0498290180752","19.0971432","9.9017611","3","","39.1077995","","","","4","1","","","5","2","","","2","3","","3","","","","","","","1","5","","","1","","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3749505","SM6296A-2","","plot","5003248","202230BCEPR_ciat_rep1_SM6296A-2_40","1","1","40","7","4","test","","4.12653580002825","10.2160711763875","17.4134712","12.9747963","4","","35.5402679","","","","4","1","","","5","5","","","2","3","","3","","","","","","","0","4","","","1","","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748468","SM6315A-16","","plot","5003273","202230BCEPR_ciat_rep1_SM6315A-16_10","1","1","10","2","3","test","","","","22.0048923","15.5220108","2","","38.0758209","","","","2","1","","","5","4","","","2","3","","5","","","","","","","0","5","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748479","SM6317A-1","","plot","5003267","202230BCEPR_ciat_rep1_SM6317A-1_17","1","1","17","3","5","test","","","","21.9491348","14.5989695","3","","42.5778847","","","","3","1","","","5","3","","","2","3","","3","","","","","","","0","4","","","1","","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748485","SM6319A-1","","plot","5003282","202230BCEPR_ciat_rep1_SM6319A-1_4","1","1","4","1","4","test","","7.57234191950922","14.8268598248272","17.1600533","12.5746908","3","","36.4462013","","","","2","1","","","5","5","","","2","3","","4","","","","","","","0","5","","","1","","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748129","SM6369A-12","","plot","5003284","202230BCEPR_ciat_rep1_SM6369A-12_28","1","1","28","5","4","test","","7.22590429117053","16.409233880027","14.7388649","11.7199917","3","","35.9074631","","","","2","1","","","5","5","","","2","3","","4","","","","","","","3","5","","","1","","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748140","SM6376A-10","","plot","5003240","202230BCEPR_ciat_rep1_SM6376A-10_38","1","1","38","7","2","test","","","","20.3902473","15.3367023","2","","35.9101181","","","","4","1","","","5","4","","","2","3","","5","","","","","","","0","5","","","1","","7"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748145","SM6376A-15","","plot","5003250","202230BCEPR_ciat_rep1_SM6376A-15_39","1","1","39","7","3","test","","","","22.7401295","15.2351084","3","","43.9138489","","","","3","1","","","5","4","","","2","3","","4","","","","","","","0","4","","","1","","8"," (Operator: lizbethpino, Time: )"
